Age,Gender,MaritalStatus,Department,JobRole,EducationField,Education,MonthlyIncome,DistanceFromHome,YearsAtCompany,YearsInCurrentRole,TotalWorkingYears,NumCompaniesWorked,BusinessTravel,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,PerformanceRating,OverTime,StockOptionLevel,TrainingTimesLastYear,PercentSalaryHike,Attrition
20,Male,Single,Research & Development,Laboratory Technician,Marketing,5,3483,12,3,3,3,3,Non-Travel,2,4,4,3,No,1,5,15,No
18,Female,Single,Research & Development,Research Director,Life Sciences,3,14338,29,0,0,0,3,Travel_Rarely,4,3,2,3,Yes,1,2,18,No
42,Female,Single,Sales,Manager,Technical Degree,3,12926,11,0,0,23,4,Non-Travel,3,4,1,3,No,0,2,13,No
34,Male,Single,Research & Development,Research Director,Human Resources,3,17271,8,8,0,11,1,Travel_Frequently,4,2,2,4,Yes,3,1,12,No
32,Male,Single,Research & Development,Research Director,Human Resources,4,16108,1,8,1,8,2,Travel_Rarely,4,3,2,3,No,1,0,15,No
32,Male,Single,Research & Development,Laboratory Technician,Human Resources,2,5639,11,11,0,11,2,Non-Travel,4,4,3,3,No,2,5,18,No
48,Male,Married,Research & Development,Manufacturing Director,Life Sciences,2,9789,26,2,2,29,2,Non-Travel,4,3,3,3,Yes,1,3,12,No
35,Female,Married,Human Resources,Manager,Medical,4,14189,7,3,3,12,0,Travel_Rarely,1,3,2,3,No,1,2,13,No
38,Male,Married,Human Resources,Human Resources,Life Sciences,4,4323,4,3,3,16,6,Travel_Rarely,1,2,4,3,No,2,4,14,Yes
55,Female,Married,Research & Development,Manufacturing Director,Marketing,4,11085,16,4,0,31,4,Travel_Frequently,3,3,2,4,No,1,4,15,No
42,Female,Single,Sales,Manager,Other,4,14992,2,3,1,19,2,Travel_Rarely,3,4,3,3,No,3,5,11,No
25,Female,Married,Research & Development,Laboratory Technician,Other,4,4202,4,0,0,3,2,Travel_Rarely,2,1,3,3,Yes,0,3,12,Yes
24,Male,Married,Research & Development,Manufacturing Director,Other,1,9608,3,6,0,6,2,Travel_Rarely,4,3,3,3,No,0,3,15,No
50,Male,Single,Research & Development,Laboratory Technician,Technical Degree,2,3827,27,1,1,26,3,Travel_Rarely,3,3,3,3,No,1,3,11,Yes
30,Male,Married,Sales,Manager,Other,4,13527,16,3,1,6,3,Travel_Rarely,2,2,3,3,No,0,6,14,No
50,Female,Divorced,Sales,Sales Executive,Life Sciences,4,7639,29,0,0,31,0,Travel_Rarely,3,1,3,3,Yes,0,6,19,No
32,Male,Single,Research & Development,Manufacturing Director,Life Sciences,3,9543,1,7,4,11,2,Travel_Frequently,4,2,3,3,Yes,1,1,23,No
32,Male,Single,Sales,Sales Executive,Life Sciences,3,6267,13,8,1,14,6,Travel_Frequently,4,4,2,3,No,1,1,14,No
35,Female,Divorced,Research & Development,Research Director,Medical,3,17033,5,9,1,16,2,Travel_Frequently,3,3,3,3,No,1,2,19,No
35,Female,Divorced,Research & Development,Manufacturing Director,Medical,2,11644,25,10,2,10,7,Travel_Rarely,3,1,3,4,Yes,1,3,16,No
54,Male,Married,Research & Development,Laboratory Technician,Technical Degree,4,4254,3,7,4,30,5,Travel_Rarely,1,4,3,3,No,2,3,16,Yes
35,Male,Married,Research & Development,Laboratory Technician,Human Resources,4,3416,7,2,2,10,1,Travel_Rarely,2,3,3,4,No,0,5,16,Yes
34,Male,Divorced,Research & Development,Manufacturing Director,Human Resources,3,10633,18,1,0,21,2,Travel_Rarely,2,2,3,3,No,1,5,15,No
40,Female,Married,Research & Development,Research Scientist,Life Sciences,3,5024,1,10,6,18,0,Travel_Rarely,2,3,3,3,No,0,2,11,No
28,Female,Married,Research & Development,Laboratory Technician,Medical,3,3039,5,5,5,9,4,Travel_Frequently,1,3,3,3,Yes,0,6,12,No
19,Female,Single,Research & Development,Research Director,Technical Degree,3,15347,21,0,0,0,5,Travel_Rarely,3,4,3,3,No,1,2,16,No
36,Male,Divorced,Research & Development,Manufacturing Director,Medical,3,9339,28,4,4,13,3,Non-Travel,3,4,4,3,No,1,2,18,No
36,Female,Divorced,Research & Development,Research Scientist,Marketing,3,4911,7,1,1,14,1,Travel_Rarely,3,4,3,3,No,0,3,13,No
34,Female,Married,Research & Development,Research Director,Other,3,15342,7,6,0,18,0,Travel_Rarely,4,3,2,3,Yes,2,2,16,No
44,Male,Single,Research & Development,Manufacturing Director,Marketing,4,9743,3,2,2,17,3,Travel_Rarely,2,1,3,3,No,0,1,19,Yes
26,Female,Single,Research & Development,Research Scientist,Medical,2,4367,3,3,0,3,3,Travel_Rarely,4,1,1,3,No,2,3,23,No
28,Female,Single,Research & Development,Manufacturing Director,Human Resources,1,9814,3,2,2,6,1,Non-Travel,4,2,2,3,No,0,1,14,No
24,Male,Married,Research & Development,Research Director,Life Sciences,3,15508,9,1,1,4,4,Travel_Frequently,1,3,4,3,No,0,3,14,No
33,Male,Married,Research & Development,Manufacturing Director,Medical,2,12026,6,10,4,11,4,Travel_Rarely,3,1,4,3,No,0,5,19,No
30,Female,Married,Research & Development,Research Scientist,Marketing,2,4467,9,2,1,15,1,Travel_Frequently,1,4,2,3,No,1,3,11,Yes
44,Male,Married,Research & Development,Laboratory Technician,Other,3,3871,5,7,7,22,2,Non-Travel,3,4,3,3,Yes,0,1,13,No
27,Female,Single,Sales,Sales Executive,Marketing,3,7583,12,3,1,12,3,Travel_Rarely,3,3,3,4,No,1,3,15,Yes
37,Male,Married,Sales,Manager,Marketing,3,13855,8,0,0,18,2,Travel_Rarely,2,4,2,3,No,3,2,13,No
42,Male,Divorced,Research & Development,Research Scientist,Technical Degree,3,6842,3,18,0,19,2,Non-Travel,3,4,2,3,Yes,2,6,19,No
40,Male,Divorced,Research & Development,Laboratory Technician,Medical,3,2189,1,0,0,18,1,Travel_Frequently,3,3,2,3,No,1,2,17,No
25,Female,Single,Sales,Manager,Technical Degree,3,14236,17,6,0,6,4,Travel_Rarely,3,3,4,3,No,1,2,21,No
35,Female,Married,Research & Development,Research Scientist,Human Resources,4,3958,2,6,6,14,2,Travel_Rarely,2,2,3,3,No,1,4,16,No
42,Male,Single,Sales,Manager,Marketing,4,13237,3,11,4,17,2,Travel_Rarely,2,4,4,3,No,1,0,14,No
46,Male,Divorced,Research & Development,Laboratory Technician,Technical Degree,3,3911,23,3,0,21,3,Travel_Rarely,4,4,3,3,No,1,0,11,No
35,Male,Married,Sales,Sales Executive,Medical,2,6538,2,5,5,12,2,Travel_Rarely,4,4,3,3,No,0,1,17,No
41,Female,Married,Research & Development,Research Director,Other,2,18937,10,20,3,21,2,Travel_Rarely,3,2,2,3,No,2,6,11,No
40,Female,Married,Sales,Manager,Medical,4,14759,10,7,7,15,2,Travel_Rarely,1,3,2,3,No,1,2,13,No
43,Male,Divorced,Research & Development,Laboratory Technician,Marketing,3,2467,4,10,0,20,2,Travel_Rarely,2,3,3,3,No,1,1,19,No
38,Male,Single,Research & Development,Research Director,Medical,4,15357,11,6,5,11,4,Travel_Frequently,4,4,3,3,Yes,2,2,21,No
35,Female,Married,Sales,Sales Representative,Marketing,3,5245,1,11,6,11,2,Travel_Rarely,4,2,2,4,No,1,0,21,No
29,Female,Divorced,Research & Development,Research Director,Other,5,15740,2,10,0,10,2,Non-Travel,2,3,3,3,No,1,2,11,No
58,Female,Single,Research & Development,Laboratory Technician,Marketing,5,4856,3,4,0,34,0,Travel_Frequently,4,1,3,3,Yes,0,3,21,No
26,Female,Single,Sales,Sales Representative,Technical Degree,2,3935,17,2,0,3,1,Non-Travel,4,2,4,3,No,1,2,14,No
29,Male,Married,Sales,Manager,Technical Degree,1,13169,1,0,0,9,2,Travel_Frequently,4,1,2,3,No,1,2,13,Yes
25,Female,Married,Sales,Sales Representative,Medical,3,4282,1,5,1,5,0,Travel_Rarely,3,2,2,3,Yes,1,2,14,Yes
27,Female,Married,Research & Development,Research Director,Technical Degree,4,16777,3,8,8,8,4,Travel_Frequently,4,3,3,3,Yes,0,6,12,Yes
31,Male,Divorced,Sales,Sales Executive,Marketing,4,7953,12,6,0,9,0,Travel_Rarely,3,1,1,3,No,2,1,14,No
43,Female,Married,Sales,Sales Representative,Human Resources,3,4970,5,3,3,23,3,Travel_Rarely,3,4,3,4,Yes,0,1,13,No
54,Male,Married,Research & Development,Research Director,Technical Degree,5,16341,9,12,3,27,3,Travel_Rarely,2,1,3,3,No,1,2,25,No
36,Female,Married,Sales,Sales Executive,Human Resources,2,7176,29,2,1,13,2,Travel_Rarely,4,3,4,3,Yes,0,5,12,No
36,Female,Married,Research & Development,Manufacturing Director,Medical,4,9326,4,1,1,15,3,Travel_Rarely,1,2,2,4,No,0,1,15,No
36,Male,Divorced,Research & Development,Research Director,Other,3,14554,1,4,0,18,5,Travel_Rarely,4,1,3,3,No,0,5,11,No
44,Female,Single,Research & Development,Laboratory Technician,Technical Degree,3,2487,8,2,2,24,1,Travel_Frequently,1,4,2,3,No,0,4,19,No
31,Female,Single,Research & Development,Laboratory Technician,Technical Degree,3,4302,2,6,6,12,3,Travel_Rarely,1,4,3,3,No,1,0,15,Yes
35,Male,Married,Research & Development,Research Director,Technical Degree,1,15721,6,0,0,14,4,Travel_Frequently,1,3,3,3,Yes,3,2,20,No
18,Male,Divorced,Research & Development,Research Director,Medical,5,17311,8,0,0,0,4,Travel_Frequently,4,4,2,3,No,1,4,13,No
30,Female,Married,Research & Development,Research Director,Medical,3,15728,2,5,1,5,1,Travel_Rarely,2,2,3,3,No,0,4,13,No
45,Male,Single,Human Resources,Manager,Other,2,15145,5,10,1,23,1,Travel_Frequently,3,1,4,3,No,0,6,15,No
25,Male,Single,Research & Development,Manufacturing Director,Life Sciences,3,10084,2,4,0,4,0,Travel_Rarely,1,4,3,3,No,2,0,17,No
44,Female,Married,Sales,Sales Executive,Technical Degree,4,6292,22,0,0,24,7,Travel_Rarely,4,4,3,3,No,1,3,11,No
47,Male,Married,Research & Development,Manufacturing Director,Other,2,11045,9,14,2,25,2,Non-Travel,1,1,2,3,No,0,4,19,No
22,Male,Single,Sales,Sales Representative,Technical Degree,3,3593,7,0,0,0,2,Travel_Rarely,2,1,3,4,No,1,6,16,No
39,Female,Married,Human Resources,Manager,Medical,3,13715,4,5,0,17,3,Non-Travel,4,4,2,3,No,0,3,14,No
38,Male,Married,Research & Development,Research Director,Human Resources,1,18008,1,15,5,15,3,Travel_Rarely,4,1,3,3,No,0,1,16,No
31,Male,Divorced,Research & Development,Research Director,Marketing,2,16252,2,6,2,13,1,Travel_Rarely,2,4,3,3,Yes,0,1,16,No
32,Female,Single,Sales,Manager,Marketing,3,13888,29,0,0,10,0,Travel_Rarely,4,3,3,3,No,3,5,12,No
37,Male,Married,Research & Development,Manufacturing Director,Marketing,4,10448,2,7,3,15,3,Travel_Rarely,3,4,3,3,No,2,3,12,No
45,Male,Married,Research & Development,Laboratory Technician,Medical,3,3361,3,1,1,27,2,Travel_Rarely,2,3,3,3,No,0,2,17,Yes
33,Female,Single,Research & Development,Laboratory Technician,Life Sciences,4,5735,4,3,0,12,1,Travel_Rarely,1,4,4,3,No,1,3,16,No
37,Female,Single,Human Resources,Manager,Marketing,3,15196,1,13,5,13,2,Travel_Rarely,3,3,3,3,No,1,2,14,No
39,Male,Married,Sales,Sales Executive,Technical Degree,1,6396,15,2,2,16,4,Travel_Rarely,3,4,3,3,Yes,1,4,17,No
41,Male,Married,Research & Development,Laboratory Technician,Medical,2,2473,4,1,0,17,1,Travel_Rarely,3,4,3,3,No,0,6,14,No
24,Male,Married,Research & Development,Research Director,Human Resources,3,16786,11,0,0,0,2,Travel_Rarely,1,3,3,3,No,0,3,12,No
35,Male,Divorced,Research & Development,Manufacturing Director,Marketing,5,11068,1,4,1,14,5,Travel_Rarely,1,1,2,3,No,0,6,13,No
29,Female,Divorced,Sales,Manager,Life Sciences,3,14895,4,5,1,5,3,Travel_Frequently,2,4,2,3,Yes,1,4,12,No
43,Female,Single,Research & Development,Manufacturing Director,Life Sciences,3,10778,10,4,3,25,1,Travel_Rarely,3,4,2,3,No,0,2,11,No
36,Female,Divorced,Research & Development,Manufacturing Director,Life Sciences,1,10241,9,5,0,17,4,Travel_Rarely,1,3,3,3,No,0,5,11,Yes
24,Male,Divorced,Research & Development,Research Scientist,Other,4,4563,3,0,0,6,4,Non-Travel,3,4,3,3,Yes,0,3,20,Yes
39,Female,Married,Research & Development,Manufacturing Director,Marketing,1,9836,2,0,0,13,4,Travel_Rarely,2,3,3,4,No,1,4,15,No
30,Female,Married,Research & Development,Research Scientist,Marketing,3,5126,3,11,0,11,4,Travel_Rarely,3,3,4,3,No,1,4,17,No
31,Female,Married,Research & Development,Manufacturing Director,Life Sciences,5,8327,3,7,2,7,3,Travel_Rarely,2,4,3,3,Yes,0,2,15,No
36,Female,Divorced,Research & Development,Research Director,Medical,3,15382,1,1,1,14,3,Travel_Frequently,2,4,2,3,No,0,4,22,No
38,Male,Divorced,Research & Development,Research Director,Life Sciences,3,16350,15,2,1,15,2,Travel_Frequently,1,1,2,3,Yes,0,2,11,No
34,Male,Married,Research & Development,Manufacturing Director,Marketing,4,9572,15,2,2,17,2,Travel_Frequently,3,3,2,3,Yes,1,3,20,Yes
37,Male,Married,Sales,Manager,Marketing,1,12865,8,3,3,16,4,Travel_Rarely,4,3,3,3,No,0,4,16,No
43,Male,Married,Sales,Manager,Life Sciences,3,13596,3,5,2,19,4,Travel_Rarely,1,3,2,3,No,0,3,16,No
35,Female,Divorced,Research & Development,Research Scientist,Marketing,3,4424,3,9,9,9,2,Travel_Rarely,3,2,3,3,No,0,1,18,No
20,Male,Married,Sales,Sales Representative,Marketing,1,1336,21,2,0,2,3,Travel_Rarely,4,1,3,3,No,2,1,17,No
41,Male,Single,Research & Development,Laboratory Technician,Medical,3,1910,1,1,0,23,3,Travel_Rarely,4,2,2,3,No,0,5,17,No
43,Male,Divorced,Research & Development,Manufacturing Director,Medical,4,10993,8,8,0,18,2,Travel_Rarely,2,3,3,4,No,2,5,12,No
43,Male,Single,Sales,Sales Executive,Human Resources,3,7300,3,7,5,23,0,Travel_Rarely,1,1,3,3,No,1,2,16,No
32,Male,Married,Sales,Manager,Technical Degree,4,16024,18,10,0,13,0,Travel_Rarely,1,4,3,3,Yes,1,3,17,No
36,Female,Single,Research & Development,Laboratory Technician,Human Resources,3,2580,14,6,0,14,1,Travel_Frequently,3,2,3,3,No,3,4,11,No
32,Male,Married,Sales,Sales Executive,Technical Degree,3,5050,20,7,1,10,1,Travel_Frequently,4,1,4,3,No,0,2,18,No
42,Female,Divorced,Sales,Sales Executive,Other,3,7001,4,0,0,24,1,Travel_Frequently,4,2,3,3,No,1,1,11,No
26,Female,Married,Research & Development,Manufacturing Director,Human Resources,3,10542,13,3,2,3,1,Non-Travel,4,1,3,3,No,2,2,17,No
32,Male,Married,Sales,Manager,Life Sciences,4,13353,2,0,0,12,4,Travel_Rarely,4,3,4,4,No,1,6,19,No
22,Male,Single,Research & Development,Research Director,Life Sciences,4,15704,7,0,0,0,3,Travel_Rarely,3,3,3,3,No,1,3,12,No
44,Female,Single,Research & Development,Manufacturing Director,Life Sciences,3,8914,12,1,1,19,5,Travel_Rarely,2,4,3,3,No,0,3,15,No
34,Female,Divorced,Research & Development,Laboratory Technician,Other,2,4476,7,1,1,8,1,Non-Travel,4,2,2,3,No,1,2,21,No
39,Female,Divorced,Sales,Sales Representative,Life Sciences,2,2666,4,0,0,17,0,Travel_Rarely,1,4,4,3,No,0,1,17,No
18,Male,Married,Sales,Sales Representative,Marketing,3,3337,3,0,0,0,1,Travel_Rarely,1,4,2,3,No,0,1,11,Yes
41,Female,Divorced,Sales,Sales Executive,Other,3,6991,6,0,0,20,2,Travel_Rarely,3,4,3,3,No,0,2,19,No
27,Female,Married,Research & Development,Research Scientist,Medical,4,4743,3,7,6,7,4,Travel_Rarely,1,1,2,4,No,0,2,14,No
33,Female,Single,Sales,Sales Executive,Other,4,6622,6,5,3,13,0,Travel_Frequently,4,4,2,3,No,0,4,11,No
20,Female,Married,Research & Development,Research Director,Life Sciences,1,14761,1,0,0,0,2,Travel_Rarely,4,2,3,4,No,1,4,18,No
38,Male,Married,Research & Development,Research Director,Technical Degree,3,14192,7,3,3,16,4,Travel_Frequently,2,3,3,3,No,0,4,17,No
32,Female,Married,Research & Development,Manufacturing Director,Technical Degree,2,10574,8,2,2,11,1,Travel_Rarely,3,4,2,3,No,0,1,11,No
38,Male,Single,Research & Development,Research Director,Human Resources,2,14608,10,0,0,17,1,Travel_Frequently,3,1,3,3,No,0,2,18,No
41,Male,Married,Research & Development,Manufacturing Director,Life Sciences,5,9783,15,1,1,18,2,Travel_Rarely,3,4,3,3,No,1,4,20,No
33,Male,Single,Research & Development,Laboratory Technician,Life Sciences,3,1794,4,2,2,11,1,Travel_Frequently,2,2,3,4,Yes,1,2,11,No
39,Female,Married,Sales,Sales Representative,Human Resources,3,6540,5,18,1,19,3,Travel_Rarely,3,4,3,3,No,0,2,11,No
18,Male,Married,Sales,Sales Executive,Other,3,6823,11,0,0,0,3,Travel_Rarely,3,3,3,4,No,0,3,13,Yes
39,Male,Divorced,Research & Development,Research Scientist,Medical,3,3942,9,6,3,16,1,Travel_Frequently,4,3,2,3,Yes,1,2,11,No
45,Female,Divorced,Research & Development,Manufacturing Director,Human Resources,3,9890,2,0,0,24,2,Travel_Rarely,3,2,3,3,Yes,0,1,14,Yes
38,Male,Married,Sales,Manager,Life Sciences,2,13057,2,1,1,15,0,Travel_Rarely,4,3,2,3,No,0,0,13,No
27,Male,Married,Research & Development,Research Scientist,Technical Degree,2,3583,18,1,0,2,4,Travel_Frequently,1,1,3,3,No,0,3,11,Yes
28,Female,Single,Research & Development,Research Scientist,Life Sciences,2,7233,2,8,0,8,2,Travel_Rarely,3,1,3,3,Yes,0,3,14,Yes
49,Female,Single,Sales,Sales Representative,Human Resources,3,2690,3,1,1,22,3,Travel_Rarely,3,1,3,3,No,2,1,15,Yes
47,Female,Single,Sales,Manager,Technical Degree,3,14988,1,6,1,25,2,Travel_Rarely,2,2,1,3,No,1,4,19,No
33,Male,Single,Research & Development,Laboratory Technician,Technical Degree,5,3139,3,8,2,17,3,Travel_Rarely,4,4,3,3,No,0,2,11,No
32,Female,Single,Sales,Sales Representative,Marketing,2,3603,16,0,0,8,3,Travel_Frequently,3,4,3,3,Yes,0,1,18,No
18,Male,Married,Research & Development,Manufacturing Director,Life Sciences,1,9962,2,0,0,0,3,Travel_Rarely,3,4,4,4,No,1,2,16,Yes
55,Male,Single,Research & Development,Research Director,Technical Degree,3,14719,1,4,0,30,4,Non-Travel,2,1,3,3,No,0,2,15,No
31,Female,Divorced,Research & Development,Laboratory Technician,Other,1,3076,1,2,2,9,6,Travel_Rarely,3,4,2,3,No,2,3,17,No
20,Female,Divorced,Research & Development,Research Scientist,Other,1,2754,13,0,0,0,2,Travel_Frequently,4,2,3,3,No,1,3,18,Yes
42,Female,Married,Sales,Sales Representative,Human Resources,3,4510,13,3,3,21,5,Travel_Frequently,4,3,3,4,No,0,2,23,No
48,Female,Married,Research & Development,Manufacturing Director,Human Resources,4,9281,12,0,0,25,4,Travel_Rarely,3,4,3,3,No,1,5,18,No
47,Male,Single,Research & Development,Manufacturing Director,Other,4,9352,7,0,0,28,5,Travel_Rarely,3,4,3,3,No,0,2,11,No
42,Female,Married,Research & Development,Manufacturing Director,Technical Degree,2,10148,1,10,0,16,1,Travel_Rarely,4,2,3,4,No,1,1,15,No
45,Male,Divorced,Sales,Sales Executive,Technical Degree,4,7022,1,0,0,20,1,Travel_Frequently,3,3,2,3,No,1,0,14,Yes
32,Male,Single,Research & Development,Research Scientist,Medical,4,5270,1,7,5,11,1,Travel_Rarely,3,2,3,3,No,0,2,17,No
36,Male,Single,Research & Development,Research Director,Medical,2,17392,12,13,4,13,2,Travel_Rarely,1,3,3,4,No,2,3,16,Yes
30,Female,Single,Sales,Sales Representative,Human Resources,4,2142,8,0,0,7,7,Travel_Rarely,2,4,3,4,No,0,0,18,No
43,Male,Single,Research & Development,Research Director,Technical Degree,5,15859,1,6,6,20,4,Travel_Rarely,3,3,2,4,No,2,1,16,No
48,Male,Divorced,Research & Development,Laboratory Technician,Medical,3,4340,1,15,0,26,5,Travel_Rarely,4,4,2,3,Yes,1,4,16,No
28,Female,Single,Sales,Manager,Other,1,15063,8,4,1,4,1,Non-Travel,4,3,3,3,Yes,1,5,15,No
49,Female,Divorced,Research & Development,Research Scientist,Human Resources,2,4183,3,9,3,25,2,Non-Travel,1,3,3,3,No,2,4,11,No
24,Male,Married,Research & Development,Manufacturing Director,Other,4,10435,5,2,0,3,2,Travel_Rarely,4,4,4,3,No,1,3,12,No
41,Female,Divorced,Sales,Manager,Medical,1,15443,2,3,1,18,2,Travel_Rarely,4,1,2,3,Yes,0,4,19,Yes
30,Male,Divorced,Sales,Sales Executive,Life Sciences,1,8257,2,6,4,6,1,Non-Travel,1,1,4,4,No,1,3,11,No
44,Male,Single,Sales,Sales Executive,Human Resources,4,8532,6,9,0,16,1,Non-Travel,3,2,3,3,No,0,4,14,No
52,Male,Single,Research & Development,Research Director,Technical Degree,2,16606,7,6,0,30,3,Travel_Rarely,3,2,3,3,Yes,0,2,16,No
35,Male,Single,Research & Development,Research Director,Life Sciences,2,15614,26,9,1,10,3,Travel_Rarely,4,3,4,3,No,1,2,11,No
18,Female,Married,Research & Development,Laboratory Technician,Technical Degree,2,3363,1,0,0,0,4,Travel_Rarely,2,1,3,3,No,0,2,25,No
54,Male,Married,Research & Development,Laboratory Technician,Technical Degree,1,3809,4,11,8,30,3,Travel_Rarely,1,3,3,3,No,1,2,24,No
34,Male,Divorced,Research & Development,Manufacturing Director,Technical Degree,4,10918,2,10,1,20,4,Travel_Rarely,1,3,3,3,No,2,2,12,No
26,Female,Divorced,Sales,Sales Representative,Human Resources,4,4664,2,5,0,5,2,Travel_Rarely,4,3,3,3,No,1,2,13,No
19,Male,Single,Sales,Manager,Human Resources,4,14313,14,0,0,0,3,Non-Travel,3,2,3,3,No,0,1,12,No
32,Male,Divorced,Research & Development,Manufacturing Director,Medical,3,11247,12,1,1,12,1,Travel_Rarely,2,4,3,3,Yes,3,2,14,No
25,Male,Single,Sales,Sales Representative,Medical,3,2633,1,3,1,3,1,Travel_Frequently,4,1,3,3,No,2,2,19,No
39,Female,Single,Sales,Sales Executive,Technical Degree,2,5730,1,6,4,18,3,Non-Travel,4,3,4,3,Yes,1,0,14,No
44,Male,Single,Research & Development,Research Scientist,Other,3,5788,7,8,2,23,3,Travel_Rarely,1,4,3,3,No,2,2,13,No
41,Male,Single,Sales,Sales Representative,Marketing,3,2751,14,2,1,18,3,Travel_Rarely,2,4,2,3,No,0,4,17,No
43,Female,Married,Research & Development,Research Scientist,Other,4,6309,6,21,0,24,5,Travel_Rarely,3,2,3,3,No,2,2,13,No
40,Male,Single,Research & Development,Manufacturing Director,Life Sciences,3,10099,13,7,0,17,1,Travel_Rarely,3,2,2,4,No,1,2,17,No
32,Male,Married,Research & Development,Research Scientist,Medical,4,3575,6,3,1,10,3,Travel_Rarely,4,4,2,4,No,1,3,13,No
33,Female,Married,Sales,Manager,Medical,3,14382,4,7,6,12,6,Travel_Rarely,1,4,3,3,No,1,0,13,No
42,Female,Married,Research & Development,Laboratory Technician,Marketing,4,5857,3,7,0,23,3,Travel_Rarely,1,4,2,3,No,0,1,19,No
44,Female,Married,Sales,Manager,Human Resources,3,14415,11,3,3,26,0,Non-Travel,4,3,3,3,No,1,5,13,No
38,Male,Married,Sales,Sales Executive,Technical Degree,3,7445,2,10,10,14,1,Travel_Rarely,3,4,2,3,No,1,2,14,No
24,Male,Married,Research & Development,Research Director,Medical,3,17639,6,2,0,2,2,Travel_Rarely,4,2,2,3,No,0,5,12,No
44,Male,Married,Research & Development,Manufacturing Director,Life Sciences,1,11476,29,21,0,24,2,Travel_Rarely,1,1,2,3,No,1,2,18,No
35,Male,Married,Sales,Sales Representative,Technical Degree,3,3503,22,10,6,10,3,Travel_Frequently,4,3,3,3,Yes,0,4,17,No
34,Female,Married,Research & Development,Manufacturing Director,Medical,3,11135,1,10,5,12,5,Non-Travel,2,3,2,3,No,0,2,17,No
42,Male,Married,Sales,Sales Executive,Life Sciences,1,6318,1,10,0,22,5,Travel_Rarely,4,1,4,3,No,2,3,18,No
33,Male,Married,Sales,Sales Executive,Medical,3,7653,3,0,0,13,3,Travel_Rarely,4,2,3,3,Yes,1,1,15,No
27,Male,Divorced,Research & Development,Research Scientist,Technical Degree,4,5531,2,3,0,3,4,Travel_Rarely,1,3,2,3,Yes,0,5,13,Yes
44,Female,Divorced,Sales,Sales Executive,Medical,3,8664,4,9,0,24,4,Travel_Rarely,3,3,2,3,Yes,1,1,15,No
36,Female,Married,Research & Development,Laboratory Technician,Life Sciences,3,1831,1,11,2,15,1,Travel_Frequently,4,2,3,3,No,2,2,15,No
47,Female,Single,Research & Development,Laboratory Technician,Other,4,4035,2,0,0,30,2,Travel_Rarely,4,2,3,4,No,0,1,15,No
28,Male,Married,Research & Development,Research Scientist,Other,2,4680,15,7,2,9,0,Travel_Rarely,2,3,2,3,No,3,4,15,Yes
28,Male,Married,Sales,Sales Representative,Technical Degree,4,5143,15,10,10,11,4,Travel_Frequently,1,2,3,3,No,1,2,15,Yes
43,Male,Single,Research & Development,Research Director,Human Resources,3,15905,1,1,1,23,0,Travel_Rarely,2,2,3,3,No,1,5,15,No
48,Male,Married,Sales,Sales Representative,Human Resources,1,2975,12,3,2,30,0,Travel_Rarely,4,4,3,3,No,3,2,12,No
51,Male,Married,Sales,Manager,Technical Degree,4,13310,8,0,0,31,1,Travel_Rarely,4,4,2,3,Yes,1,3,21,No
41,Female,Single,Sales,Sales Executive,Technical Degree,3,8153,1,6,4,19,2,Travel_Rarely,4,2,3,3,No,0,3,13,No
38,Male,Divorced,Research & Development,Manufacturing Director,Other,4,8130,14,1,1,14,1,Non-Travel,4,4,3,3,No,1,2,17,No
29,Female,Married,Research & Development,Laboratory Technician,Marketing,3,3335,1,3,3,12,3,Travel_Frequently,4,3,3,3,No,2,5,16,No
37,Female,Married,Research & Development,Manufacturing Director,Human Resources,5,10823,6,7,2,13,3,Travel_Rarely,2,2,3,3,No,0,3,18,No
27,Male,Single,Research & Development,Research Director,Other,3,15736,22,2,1,2,1,Travel_Rarely,4,3,3,3,No,3,1,15,Yes
21,Male,Married,Sales,Sales Executive,Life Sciences,3,9112,20,2,1,2,1,Travel_Rarely,1,2,2,3,Yes,2,5,13,No
28,Female,Married,Research & Development,Laboratory Technician,Human Resources,4,1648,1,0,0,2,4,Travel_Frequently,4,3,3,3,No,3,1,17,Yes
34,Female,Divorced,Research & Development,Research Director,Human Resources,3,15213,12,4,0,11,4,Travel_Rarely,4,4,2,3,No,3,5,14,No
32,Female,Married,Research & Development,Research Scientist,Medical,2,4577,1,0,0,9,7,Travel_Rarely,4,2,3,3,No,1,5,12,No
47,Female,Single,Research & Development,Research Scientist,Technical Degree,3,4126,1,0,0,26,2,Non-Travel,3,4,3,3,Yes,1,2,11,No
39,Female,Married,Research & Development,Laboratory Technician,Technical Degree,3,3745,1,1,1,17,0,Travel_Frequently,3,4,3,4,Yes,0,0,14,No
47,Male,Married,Research & Development,Research Director,Human Resources,3,16830,4,4,2,25,4,Travel_Rarely,4,1,3,3,No,1,5,12,No
42,Female,Divorced,Research & Development,Research Director,Life Sciences,3,16434,3,2,2,21,3,Travel_Rarely,2,4,3,3,No,0,2,16,No
29,Female,Married,Research & Development,Research Director,Other,2,17834,4,13,0,13,3,Travel_Rarely,3,1,2,4,Yes,0,3,11,No
35,Male,Married,Sales,Manager,Life Sciences,3,15241,3,3,0,12,3,Travel_Rarely,4,2,2,3,Yes,0,2,14,No
